PACE_NUMBER,PACE_NAME,STATUS,PROGRAM,SUB_PROGRAM,FORECAST_YEAR,SOURCE_JOB_NUMBER,RAN_REGION,MARKET,SUBMARKET,LATITUDE,LONGITUDE,PRODUCT_GROUP,PRODUCT_SUBGROUP,NATIONAL_PROGRAM,USID,FA_LOCATION_CODE,CURRENT_NEED_BY_DATE,ONAIR_PLAN,ONAIR_FORECAST,ONAIR_ACTUAL,ROW_NUM
MRNTX042633,TOWN EAST MALL DAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-06491,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.808,-96.6241939,LTE Next Carrier,iDAS,IB-LTE Next Carrier,55529,10015577,09-30-2019,null,06-30-2020,null,214
MRCHI026057,TRIBUNE TOWER DAS ISE(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-17-02468,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.8906667,-87.6238333,LTE Overlay,iDAS,IB-LTE Overlay,53560,10029296,12-31-2019,null,12-31-2020,null,13
MRIND034427,FIAT CHRYSLER CTC ISE DAS MOD,Active,IB ALL,IB-DAS Modification,2020,NER-RIND-18-05966,CENTRAL,MICHIGAN/INDIANA,DETROIT,42.654444,-83.22833,DAS Modification,Other MOD,IB-DAS Modification,40481,10036491,12-31-2019,null,12-18-2020,null,110
MRNTX038471,American Airlines Center IB Densification,Active,IB ALL,IB-DAS Modification,2020,CR_-RNTX-18-03004,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.7915561,-96.80925,DAS Modification,Capacity MOD,IB-DAS Modification,82359,10042514,12-31-2020,null,06-30-2020,null,206
MRNTX036870,DFW Airport (DAS MOD),Active,IB ALL,IB-DAS Modification,2020,CR_-RNTX-17-14292,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.8973889,-97.0345281,DAS Modification,Other MOD,IB-DAS Modification,55954,10042525,06-28-2019,null,06-30-2020,null,196
MRSTX031161,Texas State Capitol Austin- RFP,Active,IB ALL,IB-DAS Modification,2020,CR_-RSTX-16-04236,CENTRAL,SOUTH TEXAS,AUSTIN,30.27467,-97.74033,DAS Modification,Other MOD,IB-DAS Modification,62766,10064776,12-31-2019,null,08-02-2020,null,276
MRNTX037816,TI South Campus Inbuilding (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-00021,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.9111,-96.7525,LTE Next Carrier,iDAS,IB-LTE Next Carrier,88105,10065755,12-31-2018,null,06-30-2020,null,205
MRKSL028373,West County Mall (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-04092,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.6001944,-90.4467778,LTE Next Carrier,iDAS,IB-LTE Next Carrier,56804,10065823,11-29-2019,null,12-18-2020,null,162
MRCHI025339,PRITZGER HYATT DAS ISE(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-17-01846,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.881288,-87.636673,LTE Overlay,iDAS,IB-LTE Overlay,88822,10066296,12-31-2018,null,12-31-2020,null,12
MRCHI025268,TELLABS NAPERVILLE DAS ISE(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-17-01844,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.802917,-88.19173,LTE Overlay,iDAS,IB-LTE Overlay,35014,10074788,12-31-2018,null,12-31-2020,null,8
MRSTX048577,ABIA  Austin International Airport (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-14426,CENTRAL,SOUTH TEXAS,AUSTIN,30.2052778,-97.6666667,LTE Next Carrier,iDAS,IB-LTE Next Carrier,7871,10078310,06-28-2019,null,01-04-2020,null,325
MRNTX042635,ALCATEL-IN BUILDING DAS ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-06493,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,33.008992,-96.759447,LTE Next Carrier,iDAS,IB-LTE Next Carrier,64092,10092201,11-29-2019,null,06-30-2020,null,215
MRNTX029099,BAYLOR REG MEDICAL CENTER DAS ISE(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-04184,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,33.0148,-96.7907,LTE Overlay,iDAS,IB-LTE Overlay,64091,10098386,12-31-2018,null,06-30-2020,null,188
MRCHI022651,BANK OF AMERICA DAS ISE (P2) - LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-16-01542,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.882261,-87.641849,LTE Overlay,iDAS,IB-LTE Overlay,79514,10106523,12-31-2018,null,12-31-2020,null,4
MRNTX029761,MARY KAY INBUILDING DAS ISE(P3) -  LTE) (ERICSSON HET-NET),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-07627,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.9710278,-96.8218889,LTE Overlay,iDAS,IB-LTE Overlay,51194,10106748,12-31-2018,null,06-30-2020,null,191
MRSTX041725,Shell Westhollow (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-04313,CENTRAL,SOUTH TEXAS,HOUSTON,29.72629,-95.64373,LTE Next Carrier,iDAS,IB-LTE Next Carrier,48413,10108160,01-31-2019,null,08-18-2020,null,305
MRUMW019808,WEST GROUP WOS DAS ISE(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RUMW-17-02561,CENTRAL,NORTHERN PLAINS,MINNESOTA,44.824677,-93.112517,LTE Overlay,iDAS,IB-LTE Overlay,47157,10108458,12-31-2018,null,01-31-2020,null,332
MRSTX041729,TOYOTA PLANT SAN ANTONIO DAS ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-04332,CENTRAL,SOUTH TEXAS,SAN ANTONIO,29.2367778,-98.5454722,LTE Next Carrier,iDAS,IB-LTE Next Carrier,105101,10109843,10-31-2018,null,08-22-2020,null,309
MRSTX041715,IAH International Airport Terminal A Expansion - DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RSTX-18-04323,CENTRAL,SOUTH TEXAS,HOUSTON,29.989,-95.345,DAS Modification,Other MOD,IB-DAS Modification,85712,10110525,12-31-2019,null,10-13-2020,null,300
MROAR025675,WALMART DAVID GLASS TECHNOLOGY CENTER (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-02889,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,36.3663461,-94.2191331,LTE Next Carrier,iDAS,IB-LTE Next Carrier,86019,10112758,06-28-2019,null,06-05-2020,null,254
MRNTX029775,PIER ONE HG DAS ISE (P3) -  LTE) (ERICSSON HET-NET),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-09251,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.7523333,-97.34175,LTE Overlay,iDAS,IB-LTE Overlay,48118,10113352,12-31-2019,null,06-30-2020,null,194
MRNTX042632,ATMOS ENERGY DAS ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-06494,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.9223333,-96.81775,LTE Next Carrier,iDAS,IB-LTE Next Carrier,84635,10114033,06-28-2019,null,06-30-2020,null,213
MRCHI036447,Midway Airport (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RCHI-18-03145,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.7896667,-87.7421667,LTE Next Carrier,iDAS,IB-LTE Next Carrier,88617,10116892,11-29-2019,null,12-31-2020,null,61
MRNTX029093,HARRIS METHODIST DAS ISE(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-04181,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.7384719,-97.3391111,LTE Overlay,iDAS,IB-LTE Overlay,87915,10116894,12-31-2018,null,06-30-2020,null,187
MRIND033550,IU Health Hospital (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-04349,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,39.775678,-86.176797,LTE Next Carrier,iDAS,IB-LTE Next Carrier,88397,10117156,04-30-2019,null,01-15-2020,null,102
MRSTX048571,LONG CREEK (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-14430,CENTRAL,SOUTH TEXAS,SAN ANTONIO,29.666903,-98.400892,LTE Next Carrier,iDAS,IB-LTE Next Carrier,109731,10117227,06-28-2019,null,01-06-2020,null,321
MRNTX024193,ASG ISE LTE OVERLAY POD CITIGROUP,Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-16-04477,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.8985,-96.9550831,LTE Overlay,Venue,IB-LTE Overlay,88384,10117393,12-31-2018,null,06-30-2020,null,182
MRSTX031156,CHEVRON DAS ISE(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RSTX-17-04745,CENTRAL,SOUTH TEXAS,HOUSTON,29.7545889,-95.3720611,LTE Overlay,iDAS,IB-LTE Overlay,88510,10117499,12-31-2019,null,05-26-2020,null,275
MRNTX046921,SOUTHWEST AIRLINES DAS ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-13363,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.8453611,-96.8646111,LTE Next Carrier,iDAS,IB-LTE Next Carrier,88608,10117610,11-29-2019,null,06-30-2020,null,240
MRCHI025233,CLASSIFIED VENTURES DAS ISE(P2) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-17-01819,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.8780556,-87.6330556,LTE Overlay,iDAS,IB-LTE Overlay,93731,10117674,12-31-2018,null,12-31-2020,null,10
MRKSL030431,STL GALLERIA INBUILDING APPLE DAS Expansion - DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RKSL-18-08900,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.6355,-90.348,DAS Modification,Other MOD,IB-DAS Modification,88889,10118242,01-31-2019,null,11-24-2020,null,171
MRNTX029764,FEDERAL RESERVE BANK DAS ISE(P3) -  LTE) (ERICSSON HET-NET),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-09258,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.7918056,-96.8005556,LTE Overlay,iDAS,IB-LTE Overlay,93091,10118814,12-31-2019,null,06-30-2020,null,192
MRSTX041727,AMD LONE STAR CAMPUS INBUILDING AUSTIN (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-04334,CENTRAL,SOUTH TEXAS,AUSTIN,30.2505056,-97.8607389,LTE Next Carrier,iDAS,IB-LTE Next Carrier,97959,10127996,10-31-2018,null,08-26-2020,null,307
MRCHI034297,333 West Wacker (Chicago Pilot),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-00294,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,iDAS,IB-New Site,null,10128474,12-31-2019,null,12-31-2020,null,26
MROAR018200,SISTERS OF MERCY DAS ISE (P2) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-ROAR-17-61023,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,36.3121944,-94.1798611,LTE Overlay,iDAS,IB-LTE Overlay,105082,10128545,12-31-2018,null,04-30-2020,null,243
MRUMW020679,DECC (FSM4 Swap) - DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RUMW-17-00383,CENTRAL,NORTHERN PLAINS,MINNESOTA,46.781019,-92.100105,DAS Modification,ALU to Nokia FSM4 Swap,IB-DAS Modification,111358,10129225,12-31-2018,null,01-31-2020,null,333
MRSTX038916,CHEVRONPHILLIPS DAS ISE (P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RSTX-17-14433,CENTRAL,SOUTH TEXAS,HOUSTON,30.1644889,-95.4609111,LTE Overlay,iDAS,IB-LTE Overlay,99064,10129401,12-31-2019,null,08-14-2020,null,287
MRSTX045725,Kyle Field Stadium (Add LTE 4C (AWS-3 10MHz MIMO) to 42 DAS sectors.),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-09334,CENTRAL,SOUTH TEXAS,HOUSTON,30.62978,-96.34325,LTE Next Carrier,iDAS,IB-LTE Next Carrier,100972,10129608,06-28-2019,null,07-29-2020,null,317
MRSTX038918,Texas A&M University Campus (Campus Expansion/MOD - Crown Castle) - Wildlife Building,Active,IB ALL,IB-DAS Modification,2020,CR_-RSTX-18-01321,CENTRAL,SOUTH TEXAS,HOUSTON,30.62978,-96.34325,DAS Modification,Other MOD,IB-DAS Modification,100972,10129608,12-31-2018,null,05-02-2020,null,289
MRIND035785,Foremost Insurance (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-06951,CENTRAL,MICHIGAN/INDIANA,OUTSTATE MI,42.8513536,-85.5126558,LTE Next Carrier,iDAS,IB-LTE Next Carrier,100277,10130419,08-30-2019,null,03-31-2020,null,130
MRSTX048578,GALLERIA MALL DAS VENUE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-14429,CENTRAL,SOUTH TEXAS,HOUSTON,29.739396,-95.462866,LTE Next Carrier,iDAS,IB-LTE Next Carrier,112959,10132402,06-28-2019,null,01-06-2020,null,326
MRKSL031409,Boeing 325 Hazelwood (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-10611,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.7694444,-90.3736111,LTE Next Carrier,iDAS,IB-LTE Next Carrier,102464,10132439,06-28-2019,null,03-30-2020,null,175
MRNTX038474,AT&T Stadium IB Densification,Active,IB ALL,IB-DAS Modification,2020,CR_-RNTX-18-03003,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.7470722,-97.0939111,DAS Modification,Capacity MOD,IB-DAS Modification,103489,10132797,12-31-2020,null,06-30-2020,null,207
MRIND033577,University of Michigan Stadium (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-04439,CENTRAL,MICHIGAN/INDIANA,DETROIT,42.266154,-83.748444,LTE Next Carrier,iDAS,IB-LTE Next Carrier,106483,10133131,12-31-2019,null,08-01-2020,null,112
MRIND035342,University of Michigan Stadium (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-06518,CENTRAL,MICHIGAN/INDIANA,DETROIT,42.266154,-83.748444,LTE Next Carrier,iDAS,IB-LTE Next Carrier,106483,10133131,01-31-2019,null,07-29-2020,null,122
MRSTX040295,HERITAGE PLAZA DELOITTE HOUSTON ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RSTX-18-03393,CENTRAL,SOUTH TEXAS,HOUSTON,29.7587778,-95.3705167,DAS Modification,Other MOD,IB-DAS Modification,103477,10133606,12-31-2018,null,07-09-2020,null,293
MRKSL014800,Boeing Leadership Center (Verizon SLA) 3-18-2016,Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RKSL-16-00710,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.8433361,-90.3210444,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,132194,10134372,12-31-2018,null,09-12-2020,null,139
MRCHI037119,1 STATE FARM BLOOMINGTON ISE DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RCHI-18-03461,CENTRAL,ILLINOIS/WISCONSIN,CENTRAL ILLINOIS,40.4772472,-88.9553056,DAS Modification,Other MOD,IB-DAS Modification,104852,10135085,12-31-2018,null,12-31-2020,null,72
MRCHI037117,3 STATE FARM SOUTH BLOOMINGTON ISE DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RCHI-18-03462,CENTRAL,ILLINOIS/WISCONSIN,CENTRAL ILLINOIS,40.4540694,-88.9522361,DAS Modification,Other MOD,IB-DAS Modification,104902,10135086,12-31-2018,null,12-31-2020,null,71
MROAR028068,WINSTAR CASINO DAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-05443,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,33.759112,-97.128979,LTE Next Carrier,iDAS,IB-LTE Next Carrier,105084,10135093,12-31-2019,null,09-30-2020,null,262
MRNTX029765,ARMY CORP OF ENGINEERS DAS ISE(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-09257,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.7503889,-97.3313889,LTE Overlay,iDAS,IB-LTE Overlay,105720,10135516,12-31-2019,null,06-30-2020,null,193
MRNTX046915,HOTEL DAS HOUSTON STREET (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-13364,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.7489444,-97.3287778,LTE Next Carrier,iDAS,IB-LTE Next Carrier,107545,10136082,11-29-2019,null,06-30-2020,null,235
MRKSL028510,Arrowhead Stadium (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-08855,CENTRAL,GREATER MIDWEST,KANSAS CITY,39.04816,-94.48495,LTE Next Carrier,iDAS,IB-LTE Next Carrier,136995,10138322,07-31-2019,null,08-15-2020,null,166
MRKSL028375,Kauffman Stadium (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-04099,CENTRAL,GREATER MIDWEST,KANSAS CITY,39.05174,-94.48147,LTE Next Carrier,iDAS,IB-LTE Next Carrier,111823,10138323,03-29-2019,null,07-24-2020,null,164
MRNTX037814,Flower Mound ODAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-00007,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,33.016056,-97.069472,LTE Next Carrier,iDAS,IB-LTE Next Carrier,107346,10140244,12-31-2018,null,06-30-2020,null,204
MRSTX042026,SCHLUMBERGER BLDG 225 SUGARLAND (ERICSSON HET-NET) ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RSTX-18-04349,CENTRAL,SOUTH TEXAS,HOUSTON,29.6274556,-95.6098639,DAS Modification,Other MOD,IB-DAS Modification,107626,10140928,12-31-2018,null,06-15-2020,null,298
MRUMW027594,TCF Bank Stadium (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RUMW-18-05762,CENTRAL,NORTHERN PLAINS,MINNESOTA,44.976134,-93.223813,LTE Next Carrier,iDAS,IB-LTE Next Carrier,111354,10141839,12-31-2019,null,12-31-2020,null,345
MRSTX039170,Texas Children's Hospital (T-Mobile AMD 2) 1900 Add,Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RSTX-18-01760,CENTRAL,SOUTH TEXAS,HOUSTON,29.708464,-95.402361,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,119736,10141895,12-31-2018,null,05-14-2020,null,291
MRSTX041713,TEXAS CHILDRENs HOSPITAL - EXPANSION (T-MOBILE MOD) 3RD AMD,Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RSTX-18-04214,CENTRAL,SOUTH TEXAS,HOUSTON,29.708464,-95.402361,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,119736,10141895,12-31-2018,null,05-22-2020,null,299
MRSTX048576,MEMORIAL VILLAGES OUTDOOR ODAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-14425,CENTRAL,SOUTH TEXAS,HOUSTON,29.78372,-95.511,LTE Next Carrier,iDAS,IB-LTE Next Carrier,112100,10141902,06-28-2019,null,01-04-2020,null,324
MRSTX037236,GRAND HYATT HOTEL DAS VENUE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-17-14303,CENTRAL,SOUTH TEXAS,SAN ANTONIO,29.421414,-98.484363,LTE Next Carrier,iDAS,IB-LTE Next Carrier,118713,10141904,12-31-2018,null,04-28-2020,null,282
MRKSL015019,UNIVERSITY OF MISSOURI (FAUROT FIELD (T-MOBILE SLA) 5-26-2016,Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RKSL-16-00976,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.9369222,-92.3326556,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,111842,10142148,12-31-2018,null,09-12-2020,null,140
MRKSL025027,University of Missouri Faurot Field at Memorial Stadium (Tiger),Active,IB ALL,IB-DAS Modification,2020,CR_-RKSL-17-07581,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.9369222,-92.3326556,DAS Modification,Other MOD,IB-DAS Modification,111842,10142148,12-31-2019,null,08-15-2020,null,144
MRKSL028511,Faurot Field at Memorial Stadium - MU (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-08856,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.9369222,-92.3326556,LTE Next Carrier,iDAS,IB-LTE Next Carrier,111842,10142148,07-31-2019,null,12-18-2020,null,167
MROAR028018,WILLIAMS COMPANY DAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-05444,CENTRAL,ARKANSAS/OKLAHOMA,TULSA OK,36.1553,-95.9906,LTE Next Carrier,iDAS,IB-LTE Next Carrier,110520,10142329,12-31-2019,null,10-30-2020,null,265
MRSTX044914,CENTERPOINT ENERGY HDQTRS ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RSTX-18-08711,CENTRAL,SOUTH TEXAS,HOUSTON,29.7571111,-95.3679722,DAS Modification,Other MOD,IB-DAS Modification,109630,10142336,12-31-2019,null,09-19-2020,null,311
MRKSL023335,Kansas Speedway (Add LTE 3C (AWS 10MHz MIMO) to 1 DAS sector (iDAS #9).  Add LTE 4C (850 5MHz MIMO) to 9 sectors (1 iDAS #10 3 Infld #23-30 5 oDAS #32-35 41). Split 6 existing sectors (2 infld and 4 oDAS).  New DAS sectors to include LTE 1C,Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-17-05567,CENTRAL,GREATER MIDWEST,KANSAS CITY,39.1212972,-94.8336944,LTE Next Carrier,iDAS,IB-LTE Next Carrier,111825,10142354,12-31-2018,null,06-29-2020,null,143
