PACE_NUMBER,PACE_NAME,STATUS,PROGRAM,SUB_PROGRAM,FORECAST_YEAR,SOURCE_JOB_NUMBER,RAN_REGION,MARKET,SUBMARKET,LATITUDE,LONGITUDE,PRODUCT_GROUP,PRODUCT_SUBGROUP,NATIONAL_PROGRAM,USID,FA_LOCATION_CODE,CURRENT_NEED_BY_DATE,ONAIR_PLAN,ONAIR_FORECAST,ONAIR_ACTUAL,ROW_NUM
MRKSL011676,Sprint Center (College Basketball Experience)-NSB,Active,IB ALL,IB-New Site,2020,SCR-RKSL-13-00003,CENTRAL,GREATER MIDWEST,KANSAS CITY,39.0973139,-94.5799472,New Site,Venue,IB-New Site,111840,10142355,12-31-2019,null,09-18-2020,null,138
MRKSL031417,Mizzou Arena (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-10614,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.93247,-92.334317,LTE Next Carrier,iDAS,IB-LTE Next Carrier,111846,10142357,09-30-2019,null,02-15-2020,null,179
MRKSL020134,MIZZOU ARENA (T-Mobile Tenant SLA) 3.15.17,Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RKSL-17-01483,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.93247,-92.334317,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,111846,10142357,03-30-2018,null,09-12-2020,null,141
MRCHI038207,Camp Randall (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RCHI-18-04909,CENTRAL,ILLINOIS/WISCONSIN,WISCONSIN,43.0713806,-89.4120639,LTE Next Carrier,iDAS,IB-LTE Next Carrier,107265,10142365,09-30-2019,null,12-31-2020,null,83
MROAR023670,University of Arkansas Razorback Stadium (Verizon 1st AMD-AWS-3),Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-ROAR-18-00054,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,36.067509,-94.175937,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,115025,10143900,08-31-2018,null,10-30-2020,null,249
MROAR023671,University of Arkansas Razorback Stadium (Verizon 2nd AMD N. End Zone Expansion),Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-ROAR-18-00055,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,36.067509,-94.175937,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,115025,10143900,08-31-2018,null,10-30-2020,null,250
MRCHI038346,Merchandise Mart (Verizon MOD 1st AMD),Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RCHI-18-04634,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.88837,-87.635364,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,111458,10145410,07-31-2019,null,12-31-2020,null,86
MRCHI020261,Merchandise Mart (T-Mobile Tenant SLA) 5-13-2016,Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RCHI-16-01243,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.88837,-87.635364,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,111458,10145410,12-31-2018,null,06-28-2020,null,3
MRCHI036429,Lambeau Field (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RCHI-18-03146,CENTRAL,ILLINOIS/WISCONSIN,WISCONSIN,44.501,-88.0624,LTE Next Carrier,iDAS,IB-LTE Next Carrier,111506,10145490,08-30-2019,null,12-31-2020,null,58
MRCHI025198,Ogilvie Transportation Center (Tracks and Market)-NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-17-01768,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.883208,-87.640255,New Site,iDAS,IB-New Site,114326,10146437,01-31-2019,null,12-31-2020,null,7
MRCHI032373,Ravinia Theatre (Entire Complex),Active,IB ALL,IB-New Site,2020,CR_-RCHI-17-09421,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,iDAS,IB-New Site,null,10146461,12-31-2020,null,11-28-2020,null,17
MRNTX046815,Hilton Anatole (Verizon MOD 1st AMD),Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RNTX-18-10801,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.80045,-96.8292694,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,110501,10146488,09-30-2019,null,06-30-2020,null,242
MRNTX042636,HILTON ANATOLE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-06489,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.80045,-96.8292694,LTE Next Carrier,iDAS,IB-LTE Next Carrier,110501,10146488,09-30-2019,null,06-30-2020,null,217
MRCHI038163,AT&T West Monroe (T-Mobile Tenant Add) SLA,Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RCHI-18-04538,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.8804556,-87.6347417,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,114340,10146782,09-30-2019,null,12-31-2020,null,79
MRCHI034294,John Hancock Building Chicago (Chicago Pilot),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-00318,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,iDAS,IB-New Site,null,10146789,12-31-2019,null,12-31-2020,null,23
MRUMW024709,MAYO CLINIC ROCHESTER (T-MOBILE TENANT ADD),Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RUMW-18-03893,CENTRAL,NORTHERN PLAINS,MINNESOTA,44.022616,-92.466774,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,111796,10147208,12-31-2019,null,01-31-2020,null,353
MRSTX048575,BAKER HUGHES RANKIN DAS ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-14424,CENTRAL,SOUTH TEXAS,HOUSTON,29.9670111,-95.3665778,LTE Next Carrier,iDAS,IB-LTE Next Carrier,112855,10148109,06-28-2019,null,01-06-2020,null,323
MRCHI038185,HEALTH CARE SERVICES CORP DAS ISE - LTE1C,Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-18-04541,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.884825,-87.6198917,LTE Overlay,iDAS,IB-LTE Overlay,117483,10148111,03-29-2019,null,12-31-2020,null,76
MROAR028023,QUIKTRIP DAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-05447,CENTRAL,ARKANSAS/OKLAHOMA,TULSA OK,36.095646,-95.829504,LTE Next Carrier,iDAS,IB-LTE Next Carrier,113460,10148774,12-31-2019,null,11-01-2020,null,267
MRKSL031413,Children's Mercy Park Sporting Stadium (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-10613,CENTRAL,GREATER MIDWEST,KANSAS CITY,39.122087,-94.82317,LTE Next Carrier,iDAS,IB-LTE Next Carrier,119822,10148892,04-30-2019,null,02-28-2020,null,177
MRNTX029759,SAMSUNG 240 DIVIDEND DRIVE DAS ISE(P3) -  LTE) (ERICSSON HET-NET),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-09249,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.93,-96.996,LTE Overlay,iDAS,IB-LTE Overlay,114105,10149626,12-31-2019,null,06-30-2020,null,190
MRCHI025221,COMPUTER SCIENCES DAS ISE(P2) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-17-01828,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.85828,-87.954561,LTE Overlay,iDAS,IB-LTE Overlay,114763,10150000,12-31-2018,null,12-31-2020,null,9
MRIND018807,Victory Field Ballpark (Sector Add),Active,IB ALL,IB-DAS Modification,2020,NER-RIND-16-02413,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,39.766096,-86.16961,DAS Modification,Other MOD,IB-DAS Modification,120035,10150374,12-31-2019,null,12-01-2020,null,90
MROAR025683,CHESAPEAKE ENERGY TWO GRAND (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-02881,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,35.5303611,-97.5245,LTE Next Carrier,iDAS,IB-LTE Next Carrier,116909,10150873,06-28-2019,null,06-29-2020,null,259
MRSTX041303,Henry B. Gonzales Convention Center (HBGCC) - DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RSTX-18-04122,CENTRAL,SOUTH TEXAS,SAN ANTONIO,29.416859,-98.478893,DAS Modification,Other MOD,IB-DAS Modification,192203,10151142,07-31-2019,null,07-13-2020,null,294
MROAR026950,HOBBY LOBBY OK CITY (BLDG 6) ISE  MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-ROAR-18-04500,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,35.425461,-97.647081,DAS Modification,Other MOD,IB-DAS Modification,168609,10151917,12-31-2019,null,09-09-2020,null,260
MROAR026952,HOBBY LOBBY OK CITY (BLDG SCIP-B) ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-ROAR-18-04499,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,35.425461,-97.647081,DAS Modification,Other MOD,IB-DAS Modification,168609,10151917,12-31-2019,null,09-09-2020,null,261
MRSTX048574,MEN'S WEARHOUSE DAS ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-14423,CENTRAL,SOUTH TEXAS,HOUSTON,29.7086917,-95.5627028,LTE Next Carrier,iDAS,IB-LTE Next Carrier,127427,10152313,06-28-2019,null,01-04-2020,null,322
MRCHI022779,HSBC METTAWA DAS ISE (P2) - LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-16-01917,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,42.24573,-87.90288,LTE Overlay,iDAS,IB-LTE Overlay,116576,10152449,12-31-2018,null,12-31-2020,null,5
MRSTX036774,University of Texas San Antonio (Outside campus),Active,IB ALL,IB-New Site,2020,CR_-RSTX-17-11197,CENTRAL,SOUTH TEXAS,SAN ANTONIO,null,null,New Site,iDAS,IB-New Site,null,10152544,12-31-2020,null,08-30-2020,null,283
MRNTX025903,TTUHSC DAS ISE (P2) - LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-16-07746,CENTRAL,NORTH TEXAS,WEST TEXAS,33.5922222,-101.8866667,LTE Overlay,iDAS,IB-LTE Overlay,116685,10152760,12-31-2018,null,06-30-2020,null,183
MRCHI038527,CHICAGO TITLE AND TRUST (T-MOBILE TENANT ADD),Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RCHI-18-05618,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.8846056,-87.6307194,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,135449,10546343,09-30-2019,null,12-31-2020,null,87
MRCHI038227,CATEPILLAR AC MOSSVILLE ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RCHI-18-05094,CENTRAL,ILLINOIS/WISCONSIN,CENTRAL ILLINOIS,40.838785,-89.552148,DAS Modification,Other MOD,IB-DAS Modification,117920,10547146,12-31-2019,null,12-31-2020,null,84
MRCHI025235,TAKEDA PHARMACEUTICALS DAS ISE(P2) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-17-01800,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,42.1533333,-87.8780556,LTE Overlay,iDAS,IB-LTE Overlay,118185,10550166,12-31-2018,null,12-31-2020,null,11
MRCHI025244,FEDERAL RESERVE BANK OF CHICAGO DAS ISE (P2) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RCHI-17-01797,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.8783333,-87.6327778,LTE Overlay,iDAS,IB-LTE Overlay,118467,10552314,12-31-2018,null,12-31-2020,null,6
MRNTX029091,CHS Lake Granbury DAS ISE-- ¿¿LTE overlay & MOB 2 building,Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-03113,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.4327028,-97.8035028,LTE Overlay,iDAS,IB-LTE Overlay,118700,10552473,12-31-2018,null,06-30-2020,null,185
MRNTX046916,North Park Mall (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-13361,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.869739,-96.770844,LTE Next Carrier,iDAS,IB-LTE Next Carrier,134097,10553475,10-31-2019,null,06-30-2020,null,236
MRUMW024360,CENTURYLINK BUILDING (FSM4 Swap) - DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RUMW-18-02455,CENTRAL,NORTHERN PLAINS,MINNESOTA,44.9776667,-93.2669694,DAS Modification,ALU to Nokia FSM4 Swap,IB-DAS Modification,174659,10553507,12-31-2018,null,01-31-2020,null,347
MRNTX037813,Dallas Love Field Airport (DAL) (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-00005,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.844622,-96.848588,LTE Next Carrier,iDAS,IB-LTE Next Carrier,135872,10553604,12-31-2018,null,06-30-2020,null,203
MRKSL027854,Barnes-Jewish Hospital Saint Louis - DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RKSL-18-03677,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.638948,-90.264307,DAS Modification,Other MOD,IB-DAS Modification,179743,10553634,07-31-2019,null,10-17-2020,null,158
MRKSL031415,Kivisto Field at Memorial Stadium (KU) (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-10615,CENTRAL,GREATER MIDWEST,KANSAS CITY,38.952972,-95.258621,LTE Next Carrier,iDAS,IB-LTE Next Carrier,129246,10553641,08-30-2019,null,01-15-2020,null,178
MRKSL028376,Allen Fieldhouse - KU (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-04091,CENTRAL,GREATER MIDWEST,KANSAS CITY,38.952972,-95.258621,LTE Next Carrier,iDAS,IB-LTE Next Carrier,129246,10553641,08-30-2019,null,07-30-2020,null,165
MROAR025677,UAMS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-02888,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,34.747627,-92.3201,LTE Next Carrier,iDAS,IB-LTE Next Carrier,121044,10553658,06-28-2019,null,07-10-2020,null,255
MRIND035779,Cobo Center (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-06953,CENTRAL,MICHIGAN/INDIANA,DETROIT,42.32675,-83.0502833,LTE Next Carrier,iDAS,IB-LTE Next Carrier,128105,10553676,12-31-2019,null,05-29-2020,null,128
MRIND035315,DeVos Place Convention Center,Active,IB ALL,IB-New Site,2020,NER-RIND-18-06505,CENTRAL,MICHIGAN/INDIANA,OUTSTATE MI,null,null,New Site,iDAS,IB-New Site,null,10553678,12-31-2020,null,12-31-2020,null,117
MROAR018764,Arkansas State University Convocation Center (Balance of Trade),Active,IB ALL,IB-New Site,2020,CR_-ROAR-17-61928,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,null,null,New Site,iDAS,IB-New Site,null,10553702,05-31-2019,null,11-08-2020,null,245
MROAR018620,Arkansas State University Centennial Bank Stadium (Balance of Trade),Active,IB ALL,IB-DAS Modification,2020,CR_-ROAR-17-61930,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,null,null,DAS Modification,Other MOD,IB-DAS Modification,null,10553702,05-31-2019,null,11-08-2020,null,244
MROAR025678,STATE OF OKLAHOMA CAPITOL (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-02879,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,35.501019,-97.504094,LTE Next Carrier,iDAS,IB-LTE Next Carrier,122237,10564388,06-28-2019,null,05-19-2020,null,256
MRIND033549,Circle Centre Mall (T-Mobile Add),Active,IB ALL,IB-Neutral Host Tenant Add,2020,NER-RIND-18-04346,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,39.766078,-86.15948,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,125580,10566826,12-31-2018,null,11-15-2020,null,101
MRUMW019796,COUNTRY FINANCIAL(P2) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RUMW-17-02548,CENTRAL,NORTHERN PLAINS,MINNESOTA,45.0471611,-93.1520889,LTE Overlay,iDAS,IB-LTE Overlay,130452,10574403,12-31-2018,null,01-31-2020,null,331
MRSTX041723,APACHE ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-04314,CENTRAL,SOUTH TEXAS,HOUSTON,29.7461389,-95.5594333,LTE Next Carrier,iDAS,IB-LTE Next Carrier,125668,10576771,06-28-2019,null,07-17-2020,null,303
MRCHI036458,Prudential Plaza (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RCHI-18-03147,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.885255,-87.622468,LTE Next Carrier,iDAS,IB-LTE Next Carrier,126963,10580726,07-31-2019,null,12-31-2020,null,64
MRCHI038204,Miller Park (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RCHI-18-05068,CENTRAL,ILLINOIS/WISCONSIN,WISCONSIN,43.028952,-87.970635,LTE Next Carrier,iDAS,IB-LTE Next Carrier,127079,10590972,04-30-2019,null,12-31-2020,null,82
MRNTX025904,SCOTT AND WHITE HOSPITAL TEMPLE ISE BTS (P2) - LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-16-07747,CENTRAL,NORTH TEXAS,CENTRAL TEXAS,31.0786667,-97.3643806,LTE Overlay,iDAS,IB-LTE Overlay,131104,10592707,12-31-2018,null,06-30-2020,null,184
MROAR025672,ARVEST BANK GROUP - LOWELL (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-02890,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,36.251518,-94.156621,LTE Next Carrier,iDAS,IB-LTE Next Carrier,127168,10593011,06-28-2019,null,04-17-2020,null,253
MRNTX046920,BAYLOR SAMMONS DAS ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-13362,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.787905,-96.77874,LTE Next Carrier,iDAS,IB-LTE Next Carrier,128426,11559145,11-29-2019,null,06-30-2020,null,238
MRIND034634,Lucas Oil Stadium (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-05724,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,39.765278,-86.1625,LTE Next Carrier,iDAS,IB-LTE Next Carrier,128353,11572025,04-30-2019,null,01-31-2020,null,123
MRSTX041728,TEXAS DPS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-04316,CENTRAL,SOUTH TEXAS,AUSTIN,30.326177,-97.721181,LTE Next Carrier,iDAS,IB-LTE Next Carrier,131258,11575247,12-31-2019,null,10-09-2020,null,308
MROAR025682,DEVON ENERGY TOWER DAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-02882,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,35.4669667,-97.5180917,LTE Next Carrier,iDAS,IB-LTE Next Carrier,128382,11575253,06-28-2019,null,06-29-2020,null,258
MRKSL025042,Monsanto - Chesterfield Campus (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-17-08225,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.6656472,-90.558775,LTE Next Carrier,iDAS,IB-LTE Next Carrier,130543,11597993,12-31-2018,null,09-01-2020,null,145
MRNTX044547,COOKS CHILDRENS MED CENTER FTW DAS ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-08611,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.7367667,-97.3416083,LTE Next Carrier,iDAS,IB-LTE Next Carrier,129657,11617719,11-29-2019,null,06-30-2020,null,227
MROAR025679,BALDOR ELECTRIC (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-02891,CENTRAL,ARKANSAS/OKLAHOMA,ARKANSAS,35.32769,-94.427651,LTE Next Carrier,iDAS,IB-LTE Next Carrier,156830,11623920,06-28-2019,null,05-01-2020,null,257
MROAR028026,HALLIBURTON DAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-05448,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,35.468523,-97.51738,LTE Next Carrier,iDAS,IB-LTE Next Carrier,129708,11623926,12-31-2019,null,11-15-2020,null,268
MRNTX029092,BAYLOR MEDICAL MCKINNEY ISE BTS (P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RNTX-17-03027,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,33.2210667,-96.6825611,LTE Overlay,iDAS,IB-LTE Overlay,130089,11629516,12-31-2018,null,06-30-2020,null,186
MRKSL020156,ST JOHN'S MERCY MEDICAL CENTER (STL) IDAS(P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RKSL-17-02037,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.644809,-90.447966,LTE Overlay,iDAS,IB-LTE Overlay,130021,11637320,12-31-2018,null,08-24-2020,null,142
MRSTX041726,OCCIDENTAL PETROLEUM ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-04315,CENTRAL,SOUTH TEXAS,HOUSTON,29.730729,-95.432222,LTE Next Carrier,iDAS,IB-LTE Next Carrier,129642,11646316,12-31-2019,null,10-05-2020,null,306
MRSTX030618,METHODIST MAIN HOSPITAL HCA G.E. IDAS (P3) -  LTE),Active,IB ALL,IB-LTE Overlay,2020,CR_-RSTX-17-04308,CENTRAL,SOUTH TEXAS,SAN ANTONIO,29.507931,-98.572286,LTE Overlay,iDAS,IB-LTE Overlay,131302,11658324,12-31-2018,null,06-19-2020,null,273
MRCHI038187,KPMG - AON Center (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RCHI-18-04545,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.8850806,-87.62105,LTE Next Carrier,iDAS,IB-LTE Next Carrier,131622,11658823,07-31-2019,null,12-31-2020,null,78
MRCHI036459,University of Chicago Hospital (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RCHI-18-03148,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.790467,-87.604932,LTE Next Carrier,iDAS,IB-LTE Next Carrier,133509,11664110,07-31-2019,null,12-31-2020,null,65
