PACE_NUMBER,PACE_NAME,STATUS,PROGRAM,SUB_PROGRAM,FORECAST_YEAR,SOURCE_JOB_NUMBER,RAN_REGION,MARKET,SUBMARKET,LATITUDE,LONGITUDE,PRODUCT_GROUP,PRODUCT_SUBGROUP,NATIONAL_PROGRAM,USID,FA_LOCATION_CODE,CURRENT_NEED_BY_DATE,ONAIR_PLAN,ONAIR_FORECAST,ONAIR_ACTUAL,ROW_NUM
MRCHI034296,111 North Canal (Chicago Pilot),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-00292,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.883606,-87.639382,New Site,iDAS,IB-New Site,227851,14533673,12-31-2019,null,12-31-2020,null,25
MRCHI034376,LEXMARK SCHAUMBURG (SPIDERCLOUD) ISE SMALL CELL,Active,IB ALL,IB-Small Cell,2020,CR_-RCHI-18-01655,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,Small Cell,Indoor MultiStandard (UC2),IB-Small Cell,null,14536929,12-31-2018,null,12-31-2020,null,49
MRNTX039186,GM ARLINGTON ASSEMBLY ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-03421,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.738447,-97.073555,New Site,ISE,IB-New Site,220872,14536991,12-31-2018,null,06-30-2020,null,208
MRIND033468,AT&T Commercial Building (Meridian St.) - 3GSC Overlay RDOT - LTE1C,Active,IB ALL,IB-New Site,2020,NER-RIND-18-00469,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,null,null,New Site,iDAS,IB-New Site,null,14539323,12-31-2019,null,12-15-2020,null,115
MRKSL026060,BOEING COMPANY BERKELEY 73-107 ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RKSL-18-01846,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,DAS Modification,Other MOD,IB-DAS Modification,null,14551599,12-31-2018,null,09-07-2020,null,151
MRKSL026059,BOEING COMPANY BERKELEY 73-102 ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RKSL-18-01847,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,DAS Modification,Other MOD,IB-DAS Modification,null,14551599,12-31-2018,null,09-07-2020,null,150
MRKSL026058,BOEING COMPANY BERKELEY 73-106 ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RKSL-18-01849,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,DAS Modification,Other MOD,IB-DAS Modification,null,14551599,12-31-2018,null,09-07-2020,null,149
MRKSL025852,BOEING 73-101 BERKELEY MO ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RKSL-18-01616,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,New Site,ISE,IB-New Site,null,14551599,12-31-2018,null,09-07-2020,null,153
MRKSL026061,BOEING COMPANY BERKELEY 73-105 ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RKSL-18-01848,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,DAS Modification,Other MOD,IB-DAS Modification,null,14551599,12-31-2018,null,09-07-2020,null,152
MRUMW024299,HDR HDQTR OMAHA NE ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RUMW-18-02451,CENTRAL,NORTHERN PLAINS,NEBRASKA,41.2400361,-96.0142417,New Site,ISE,IB-New Site,205909,14563542,12-31-2018,null,01-31-2020,null,346
MRSTX039531,MOORE PLAZA STORE 1220 - COR Store,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-02085,CENTRAL,SOUTH TEXAS,SAN ANTONIO,null,null,New Site,iDAS,IB-New Site,null,14585095,12-31-2018,null,07-05-2020,null,290
MRUMW024706,FOREST LAKE - COR Store,Active,IB ALL,IB-New Site,2020,CR_-RUMW-18-03720,CENTRAL,NORTHERN PLAINS,MINNESOTA,null,null,New Site,iDAS,IB-New Site,null,14585096,12-31-2018,null,01-31-2020,null,352
MRUMW030874,FOREST LAKE - COR Store,Active,IB ALL,IB-Small Cell,2020,CR_-RUMW-18-09576,CENTRAL,NORTHERN PLAINS,MINNESOTA,null,null,Small Cell,Indoor MultiStandard Cov/Cap (UC3),IB-Small Cell,null,14585096,12-31-2018,null,12-31-2020,null,356
MRUMW030900,EDEN PRAIRIE CENTER - COR Store,Active,IB ALL,IB-Small Cell,2020,CR_-RUMW-18-09575,CENTRAL,NORTHERN PLAINS,MINNESOTA,null,null,Small Cell,Indoor MultiStandard Cov/Cap (UC3),IB-Small Cell,null,14585097,12-31-2018,null,12-31-2020,null,358
MRIND030795,STRYKER HQ EXPANSION PORTAGE ISE SMALL CELL,Active,IB ALL,IB-Small Cell,2020,NER-RIND-18-01458,CENTRAL,MICHIGAN/INDIANA,OUTSTATE MI,null,null,Small Cell,Indoor MultiStandard (UC2),IB-Small Cell,null,14585098,12-31-2018,null,03-25-2020,null,97
MRCHI035865,WRIGLEY BUILDING - 410 N MICHIGAN AVE (Chicago Pilot) -  (BTS Only),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-02945,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.889453,-87.624943,New Site,3rd Party DAS,IB-New Site,217744,14596188,07-31-2019,null,12-31-2020,null,55
MRCHI036112,CHICAGO CITY HALL - CHICAGO IL (Macro Driven Capacity),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-02987,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,iDAS,IB-New Site,null,14596189,07-31-2019,null,12-31-2020,null,62
MRCHI036093,ILLINOIS INSTITUTE OF ART - CHICAGO IL (Macro Driven Capacity),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-02988,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,iDAS,IB-New Site,null,14596190,07-31-2019,null,12-31-2020,null,59
MRCHI036027,BLOCK 37 108 N STATE ST - CHICAGO IL (Macro Driven Capacity),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-02989,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,iDAS,IB-New Site,null,14596191,07-31-2019,null,12-31-2020,null,66
MRCHI036125,RICHARD J DALEY CENTER - CHICAGO IL (Macro Driven Capacity),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-02986,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,iDAS,IB-New Site,null,14596221,07-31-2019,null,12-31-2020,null,67
MRKSL027247,OPTUM OVERLAND PARK ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RKSL-18-03363,CENTRAL,GREATER MIDWEST,KANSAS CITY,null,null,New Site,ISE,IB-New Site,null,14600868,12-31-2018,null,08-12-2020,null,155
MRKSL027692,STATE OF MO TRUMAN BLDG ISE SMALL CELL,Active,IB ALL,IB-Small Cell,2020,CR_-RKSL-18-03705,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.578929,-92.176221,Small Cell,Indoor MultiStandard (UC2),IB-Small Cell,214321,14636431,12-31-2018,null,06-08-2020,null,157
MRNTX042574,GRAND PRAIRIE PUBLIC SAFETY (ERICSSON HET-NET) ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-06068,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.704933,-97.028489,New Site,ISE,IB-New Site,231733,14647560,12-31-2018,null,06-30-2020,null,216
MRCHI036314,DOVER DOWNERS GROVE IL ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-03104,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,ISE,IB-New Site,null,14650666,12-31-2018,null,12-31-2020,null,56
MRCHI036313,GE HEALTHCARE INNOVATION WAY ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-03105,CENTRAL,ILLINOIS/WISCONSIN,WISCONSIN,43.03971,-88.03578,New Site,ISE,IB-New Site,215771,14650669,12-31-2018,null,12-31-2020,null,54
MRKSL027960,BJC MEMORIAL HOSPITAL BELLEVILLE IL ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RKSL-18-03810,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,New Site,ISE,IB-New Site,null,14652369,12-31-2018,null,09-27-2020,null,156
MRUMW027364,COMMSCOPE TEST FACILITY - FSM4 - (VENUE PAID),Active,IB ALL,IB-New Site,2020,CR_-RUMW-18-05291,CENTRAL,NORTHERN PLAINS,MINNESOTA,44.796688,-93.489447,New Site,iDAS,IB-New Site,215979,14652375,12-31-2018,null,01-31-2020,null,343
MRCHI036352,AAR HQ WOOD DALE IL (ERICSSON HET-NET) ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-03117,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,ISE,IB-New Site,null,14657663,12-31-2018,null,12-31-2020,null,63
MRKSL028183,Federal Reserve Bank Plaza - NSB Repeater (Re-Tune Only),Active,IB ALL,IB-New Site,2020,CR_-RKSL-18-04096,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,New Site,Repeater,IB-New Site,null,14668868,07-31-2018,null,09-18-2020,null,168
MRIND033554,INDIANAPOLIS PUBLIC SAFETY COMM 911 CTR ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-04356,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,null,null,New Site,ISE,IB-New Site,null,14674182,12-31-2018,null,06-01-2020,null,104
MRIND033556,INDIANAPOLIS MARION COUNTY BLDG EAST WING ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-04357,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,null,null,New Site,ISE,IB-New Site,null,14674202,12-31-2018,null,12-31-2020,null,109
MRNTX042638,ALLIANCE DATA SYSTEMS (ERICSSON HET-NET) ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-06699,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,33.080995,-96.823743,New Site,ISE,IB-New Site,221666,14679469,12-31-2018,null,06-30-2020,null,218
MRNTX043300,SWA ROC 2.0 CAMPUS ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-07106,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14694202,12-31-2018,null,06-30-2020,null,220
MRSTX042207,HOLT SAN ANTONIO (ERICSSON HET-NET) ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-04436,CENTRAL,SOUTH TEXAS,SAN ANTONIO,null,null,New Site,ISE,IB-New Site,null,14697806,12-31-2018,null,07-21-2020,null,295
MRKSL028484,AMEREN HQ ST. LOUIS ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RKSL-18-08351,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,New Site,ISE,IB-New Site,null,14700007,12-31-2018,null,11-17-2020,null,159
MRCHI036742,BRADY CORP MILWAUKEE ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-03308,CENTRAL,ILLINOIS/WISCONSIN,WISCONSIN,null,null,New Site,ISE,IB-New Site,null,14714199,12-31-2018,null,12-31-2020,null,68
MRCHI036819,CITY OF MILWAUKEE PUBLIC SAFETY ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-03309,CENTRAL,ILLINOIS/WISCONSIN,WISCONSIN,null,null,New Site,ISE,IB-New Site,null,14715317,12-31-2018,null,12-31-2020,null,73
MRCHI037108,SPRINGFIELD PD (3GSC Overlay - LTE1C),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-03644,CENTRAL,ILLINOIS/WISCONSIN,CENTRAL ILLINOIS,null,null,New Site,iDAS,IB-New Site,null,14717725,03-29-2019,null,12-31-2020,null,69
MRNTX043888,GUIDESTONE FINANCIAL DALLAS ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-08516,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14718349,12-31-2018,null,06-30-2020,null,224
MRCHI037114,SPRINGFIELD POLICE DEPARTMENT (3GSC Overlay - LTE1C),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-03631,CENTRAL,ILLINOIS/WISCONSIN,CENTRAL ILLINOIS,null,null,New Site,iDAS,IB-New Site,null,14719345,03-29-2019,null,12-31-2020,null,70
MRIND033711,UNIVERSITY OF MICHIGAN BRIGHTON DIAG ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-05723,CENTRAL,MICHIGAN/INDIANA,DETROIT,null,null,New Site,ISE,IB-New Site,null,14721615,12-31-2018,null,01-15-2020,null,107
MRNTX044595,USAA PLANO TX ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-08550,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14721626,12-31-2019,null,06-30-2020,null,222
MRSTX044595,ERCOT BASTROP TX ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-08456,CENTRAL,SOUTH TEXAS,AUSTIN,null,null,New Site,ISE,IB-New Site,null,14722627,12-31-2018,null,05-30-2020,null,312
MRSTX044855,RBF CREDIT UNION SAN ANTONIO ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-08573,CENTRAL,SOUTH TEXAS,SAN ANTONIO,null,null,New Site,ISE,IB-New Site,null,14726773,12-31-2019,null,07-25-2020,null,313
MRCHI037131,HENDRICKSON WOODBRIDGE IL ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-03621,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,ISE,IB-New Site,null,14726776,12-31-2019,null,12-31-2020,null,74
MRIND034453,COMMUNITY HOSPITAL EAST ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-05953,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,null,null,New Site,ISE,IB-New Site,null,14729410,12-31-2019,null,03-31-2020,null,113
MRKSL029932,ANHEUSER BUSCH HQ ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RKSL-18-09470,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,New Site,ISE,IB-New Site,null,14735476,12-31-2019,null,10-04-2020,null,170
MRNTX044591,TD AMERITRADE SOUTHLAKE ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-08758,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14737089,12-31-2019,null,06-30-2020,null,221
MRIND035242,GENERAL MOTORS POWERTRAIN HQ ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-06445,CENTRAL,MICHIGAN/INDIANA,DETROIT,null,null,New Site,ISE,IB-New Site,null,14737974,12-31-2019,null,06-01-2020,null,116
MRCHI034265,2 ILLINOIS CENTER (CHICAGO PILOT),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-00289,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,iDAS,IB-New Site,null,14738397,12-31-2019,null,12-31-2020,null,34
MRIND034936,PLASTIPAK DETROIT ISE SMALL CELL,Active,IB ALL,IB-Small Cell,2020,NER-RIND-18-06465,CENTRAL,MICHIGAN/INDIANA,DETROIT,null,null,Small Cell,Indoor MultiStandard upgrade (UC2),IB-Small Cell,null,14742277,12-31-2019,null,03-31-2020,null,120
MRSTX045152,CTECC AUSTIN  ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-08712,CENTRAL,SOUTH TEXAS,AUSTIN,null,null,New Site,ISE,IB-New Site,null,14744141,12-31-2019,null,09-23-2020,null,310
MRCHI038174,UL HQ NORTHBROOK IL ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-04540,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,ISE,IB-New Site,null,14744765,12-31-2019,null,12-31-2020,null,75
MRUMW030205,MS/AEGON/TRANSAMERICA (SPIDERCLOUD) ISE SMALLCELL,Active,IB ALL,IB-Small Cell,2020,CR_-RUMW-18-09055,CENTRAL,NORTHERN PLAINS,IOWA,null,null,Small Cell,Indoor MultiStandard (UC2),IB-Small Cell,null,14749848,12-31-2019,null,06-30-2020,null,354
MRNTX045161,SAFRAN ZODIAC GAINSVILLE ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-09176,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14769706,12-31-2019,null,06-30-2020,null,229
MRNTX045162,GARTNER IRVING TX ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-09174,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14769711,12-31-2019,null,06-30-2020,null,230
MRSTX045720,BAKER HUGHES GE EMMOTT RD HOUSTON ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-09345,CENTRAL,SOUTH TEXAS,HOUSTON,null,null,New Site,ISE,IB-New Site,null,14769712,12-31-2019,null,10-17-2020,null,315
MRSTX045722,ROYAL BANK OF CANADA HOUSTON ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-09346,CENTRAL,SOUTH TEXAS,HOUSTON,null,null,New Site,ISE,IB-New Site,null,14769714,12-31-2019,null,10-21-2020,null,316
MRNTX045160,TRAMMEL CROW TOWER ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-09175,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14769715,12-31-2019,null,06-30-2020,null,228
MRIND035366,GENERAL MOTORS WTC CADILAC ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-06844,CENTRAL,MICHIGAN/INDIANA,DETROIT,null,null,New Site,ISE,IB-New Site,null,14769717,12-31-2019,null,11-15-2020,null,124
MRIND035739,OAKLAND CO ROAD COMMISSION ISE SMALLCELL,Active,IB ALL,IB-Small Cell,2020,NER-RIND-18-06946,CENTRAL,MICHIGAN/INDIANA,DETROIT,null,null,Small Cell,Indoor MultiStandard (UC2),IB-Small Cell,null,14775105,12-31-2019,null,05-22-2020,null,136
MRSTX046652,FACEBOOK NUECES AUSTIN ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-09363,CENTRAL,SOUTH TEXAS,AUSTIN,null,null,New Site,ISE,IB-New Site,null,14776143,12-31-2019,null,09-27-2020,null,318
MRUMW030842,CITY OF DULUTH ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RUMW-18-09573,CENTRAL,NORTHERN PLAINS,MINNESOTA,null,null,New Site,ISE,IB-New Site,null,14776144,12-31-2019,null,01-31-2020,null,359
MRKSL030950,ST. LOUIS COUNTY EMERGENCY MGMT ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RKSL-18-10443,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,New Site,ISE,IB-New Site,null,14776146,10-31-2019,null,07-01-2020,null,172
MROAR027760,CHICKASAW CASINO NEWCASTLE OK ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-ROAR-18-04733,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,null,null,New Site,ISE,IB-New Site,null,14777322,12-31-2019,null,09-30-2020,null,263
MRCHI040034,TREK WATERLOO WI ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-06591,CENTRAL,ILLINOIS/WISCONSIN,WISCONSIN,null,null,New Site,ISE,IB-New Site,null,14793966,10-31-2019,null,12-31-2020,null,88
MRUMW031363,UNITED HEALTH GROUP EDEND PRAIRIE MN ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RUMW-18-09736,CENTRAL,NORTHERN PLAINS,MINNESOTA,null,null,New Site,ISE,IB-New Site,null,14799262,10-31-2019,null,12-31-2020,null,355
MRSTX048410,DOW CHEMICAL ENCLAVE PKWY HOUSTON ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-11381,CENTRAL,SOUTH TEXAS,HOUSTON,null,null,New Site,ISE,IB-New Site,null,14799263,10-31-2019,null,10-01-2020,null,328
MRIND036355,BELDEN WIRE & CABLE INDIANAPOLIS ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-07386,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,null,null,New Site,ISE,IB-New Site,null,14799268,10-31-2019,null,11-15-2020,null,133
MRIND036354,Indianapolis Motor Speedway - NSB DAS,Active,IB ALL,IB-New Site,2020,NER-RIND-18-07388,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,null,null,New Site,iDAS,IB-New Site,null,14799277,04-30-2020,null,05-30-2020,null,132
MRSTX049097,OMNI HOTEL HOUSTON GALLERIA - REPLACEMENT NSB DAS,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-14634,CENTRAL,SOUTH TEXAS,HOUSTON,null,null,New Site,iDAS,IB-New Site,null,14812906,01-31-2019,null,01-30-2020,null,320
MRIND036358,NORTH CAMPUS RESEARC CTR ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-07395,CENTRAL,MICHIGAN/INDIANA,DETROIT,null,null,New Site,ISE,IB-New Site,null,14812926,10-31-2019,null,06-30-2020,null,134
MRNTX046897,FACEBOOK FTW I23 FT. WORTH TX ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-13358,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14825962,10-31-2019,null,06-30-2020,null,234
MRNTX046874,PIONEER NATURAL RESOURCES MIDLAND TX (ERICSSON-HET NET) ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-13355,CENTRAL,NORTH TEXAS,WEST TEXAS,null,null,New Site,ISE,IB-New Site,null,14828649,10-31-2019,null,06-30-2020,null,231
MRUMW031374,FACEBOOK PNB1-2 SPRINGFIELD NE ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RUMW-18-09854,CENTRAL,NORTHERN PLAINS,NEBRASKA,null,null,New Site,ISE,IB-New Site,null,14828651,10-31-2019,null,12-31-2020,null,357
MRIND036499,IMPD REGIONAL OP CTR IN ISE NSB,Active,IB ALL,IB-New Site,2020,NER-RIND-18-07455,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,null,null,New Site,ISE,IB-New Site,null,14828652,10-31-2019,null,10-31-2020,null,137
MRNTX046876,PIONEER HDQTRS IRVING TX ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RNTX-18-13357,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,ISE,IB-New Site,null,14828654,10-31-2019,null,06-30-2020,null,233
MRKSL031494,BARNES BJC WEST CREVE COEUR MO ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RKSL-18-10622,CENTRAL,GREATER MIDWEST,ST. LOUIS,null,null,New Site,ISE,IB-New Site,null,14838753,10-31-2019,null,01-17-2020,null,174
MRKSL031503,AMC HDQTRS LEAWOOD KANSAS (SPIDERCLOUD) ISE SMALL CELL,Active,IB ALL,IB-Small Cell,2020,CR_-RKSL-18-10643,CENTRAL,GREATER MIDWEST,KANSAS CITY,null,null,Small Cell,Indoor MultiStandard (UC2),IB-Small Cell,null,14866249,10-31-2019,null,09-03-2020,null,180
